,Edad,Genero,Historial_Crediticio,Salario_Anual,Deuda
1356,47,M,Bueno,111643.0,25476.0
1357,40,F,Regular,79258.0,12875.0
1358,68,M,Malo,117123.0,10686.0
1359,36,F,Regular,62192.0,17536.0
1360,49,M,Malo,79300.0,34062.0
1361,47,M,Bueno,110504.0,48216.0
1362,46,F,Bueno,119129.0,25041.0
1363,66,F,Bueno,63923.0,31653.0
1364,62,M,Bueno,109196.0,21673.0
1365,46,M,Malo,22395.0,10367.0
1366,47,F,Bueno,69636.5,19629.0
1367,33,M,Malo,35779.0,46105.0
1368,57,F,Malo,91028.0,23100.0
1369,36,M,Regular,49722.0,6654.0
1370,35,F,Bueno,27111.0,25063.0
1371,18,M,Bueno,29984.0,19322.0
1372,31,F,Regular,117552.0,19010.0
1373,68,F,Malo,113176.0,12693.0
1374,64,M,Bueno,92328.0,9241.0
1375,67,F,Malo,46924.0,29778.0
1376,19,M,Regular,72703.0,36843.0
1377,45,F,Malo,52577.0,12651.0
1378,66,F,Bueno,27711.0,25966.0
1379,67,F,Malo,105548.0,9275.0
1380,47,M,Malo,119869.0,45606.0
1381,55,F,Bueno,24096.0,1658.0
1382,68,M,Bueno,86555.0,28963.0
1383,21,F,Malo,109848.0,6932.0
1384,18,M,Malo,95012.0,14248.0
1385,25,M,Regular,28254.0,24437.0
1386,46,M,Bueno,117955.0,39727.0
1387,56,F,Malo,97120.0,18201.0
1388,20,M,Bueno,69636.5,41150.0
1389,49,F,Regular,97000.0,49612.0
1390,27,M,Malo,97975.0,24355.0
1391,27,M,Malo,77987.0,14999.0
1392,36,M,Malo,52963.0,6376.0
1393,63,M,Bueno,113976.0,3476.0
1394,51,F,Regular,23273.0,4366.0
1395,50,M,Bueno,35330.0,48974.0
1396,40,M,Malo,41494.0,25733.0
1397,45,F,Regular,96422.0,12458.0
1398,49,M,Malo,23212.0,32795.0
1399,67,M,Malo,103441.0,20615.0
1400,24,M,Bueno,107594.0,11164.0
1401,46,M,Malo,21080.0,39316.0
1402,25,F,Regular,52675.0,3024.0
1403,18,F,Malo,42007.0,29559.0
1404,20,M,Malo,102641.0,1264.0
1405,41,F,Bueno,115815.0,9047.0
1406,40,F,Regular,66815.0,44985.0
1407,25,M,Bueno,103482.0,6587.0
1408,64,F,Malo,20639.0,6577.0
1409,54,M,Bueno,83593.0,17635.0
1410,20,F,Bueno,98038.0,45564.0
1411,68,F,Bueno,113899.0,3870.0
1412,50,F,Bueno,23736.0,34094.0
1413,45,M,Malo,36473.0,9217.0
1414,64,F,Malo,54019.0,49513.0
1415,25,M,Regular,106623.0,17602.0
1416,51,M,Bueno,114025.0,605.0
1417,52,F,Bueno,56820.0,22343.0
1418,49,M,Regular,104861.0,13003.0
1419,41,F,Bueno,77589.0,43257.0
1420,31,M,Regular,85807.0,32089.0
1421,49,M,Malo,38414.0,17661.0
1422,63,F,Regular,44220.0,16782.0
1423,60,F,Bueno,80531.0,30029.0
1424,33,F,Regular,62425.0,13487.0
1425,21,F,Malo,29387.0,24841.5
1426,69,M,Bueno,96815.0,39042.0
1427,54,M,Malo,47584.0,22065.0
1428,38,M,Malo,64783.0,10844.0
1429,31,F,Regular,59809.0,19323.0
1430,48,M,Malo,74327.0,25397.0
1431,65,F,Bueno,30857.0,45957.0
1432,35,M,Malo,62261.0,17328.0
1433,24,F,Malo,93588.0,43739.0
1434,27,M,Regular,36995.0,38733.0
1435,24,M,Malo,33580.0,45389.0
1436,50,F,Regular,38240.0,29715.0
1437,40,M,Regular,103446.0,39116.0
1438,38,F,Bueno,95752.0,17580.0
1439,36,M,Bueno,66111.0,823.0
1440,65,M,Bueno,110447.0,26472.0
1441,36,F,Bueno,69636.5,7084.0
1442,53,F,Regular,100974.0,12455.0
1443,46,M,Malo,93401.0,10607.0
1444,35,M,Bueno,102093.0,16919.0
1445,19,M,Bueno,32211.0,47004.0
1446,18,M,Bueno,78985.0,19394.0
1447,64,M,Malo,53268.0,49004.0
1448,22,M,Bueno,23646.0,10819.0
1449,37,F,Malo,75371.0,11969.0
1450,28,F,Regular,62816.0,17333.0
1451,59,F,Regular,109460.0,11700.0
1452,19,M,Regular,64112.0,31792.0
1453,20,M,Malo,71048.0,33311.0
1454,40,M,Bueno,74911.0,36668.0
1455,29,F,Bueno,95446.0,11945.0
1456,37,F,Bueno,21778.0,24841.5
1457,22,M,Bueno,65752.0,46526.0
1458,54,M,Bueno,104977.0,47717.0
1459,55,F,Malo,90726.0,35634.0
1460,47,F,Regular,100840.0,18630.0
1461,26,F,Bueno,47289.0,41036.0
1462,51,M,Regular,64788.0,24944.0
1463,61,M,Malo,24747.0,23360.0
1464,52,M,Malo,94822.0,12813.0
1465,69,F,Bueno,20045.0,49500.0
1466,39,F,Malo,115278.0,4601.0
1467,61,M,Regular,69636.5,12930.0
1468,41,M,Bueno,43437.0,4333.0
1469,34,F,Bueno,39585.0,5399.0
1470,27,M,Regular,118759.0,17839.0
1471,47,F,Bueno,29854.0,40204.0
1472,63,F,Bueno,72076.0,20195.0
1473,40,M,Regular,76950.0,27848.0
1474,49,F,Bueno,37349.0,23693.0
1475,34,M,Bueno,116228.0,47715.0
1476,67,F,Regular,41348.0,46729.0
1477,68,F,Malo,54296.0,40854.0
1478,34,M,Regular,39455.0,36450.0
1479,31,F,Bueno,98824.0,1854.0
1480,26,M,Regular,74021.0,31558.0
1481,57,M,Bueno,91923.0,2985.0
1482,19,F,Bueno,59293.0,43585.0
1483,62,M,Regular,119430.0,19278.0
1484,42,M,Bueno,108552.0,40264.0
1485,56,M,Malo,66116.0,33326.0
1486,26,M,Bueno,60484.0,19280.0
1487,39,M,Regular,69636.5,34022.0
1488,60,M,Malo,101638.0,15667.0
1489,63,F,Malo,23404.0,18065.0
1490,21,M,Bueno,57260.0,48846.0
1491,43,F,Regular,85642.0,21655.0
1492,46,F,Bueno,100731.0,10006.0
1493,62,M,Bueno,66009.0,6283.0
1494,51,F,Regular,112689.0,41622.0
1495,40,F,Regular,49605.0,45076.0
1496,54,M,Bueno,73205.0,3325.0
1497,28,M,Malo,57569.0,30783.0
1498,23,M,Bueno,25580.0,3143.0
1499,35,F,Malo,25400.0,24841.5
1500,38,F,Bueno,59643.0,12417.0
1501,59,M,Regular,116185.0,31300.0
1502,53,M,Malo,116032.0,26526.0
1503,58,F,Regular,106173.0,28896.0
1504,55,F,Regular,59015.0,37443.0
1505,51,F,Regular,91713.0,27606.0
1506,34,F,Regular,92805.0,39916.0
1507,54,M,Regular,34974.0,7551.0
1508,42,F,Bueno,34037.0,49258.0
1509,55,F,Malo,104292.0,35436.0
1510,29,F,Bueno,36167.0,47680.0
1511,40,F,Bueno,108754.0,2246.0
1512,59,M,Bueno,110703.0,39421.0
1513,39,M,Regular,63148.0,43901.0
1514,38,F,Bueno,92153.0,7649.0
1515,44,F,Malo,41534.0,49663.0
1516,48,M,Bueno,110995.0,41209.0
1517,23,M,Regular,106078.0,888.0
1518,44,F,Malo,76879.0,41983.0
1519,57,F,Malo,85839.0,29424.0
1520,51,M,Malo,69636.5,41559.0
1521,29,M,Malo,32683.0,11075.0
1522,62,M,Bueno,69485.0,22699.0
1523,24,M,Regular,118231.0,47972.0
1524,27,M,Malo,31025.0,9950.0
1525,62,M,Malo,106426.0,5413.0
1526,34,F,Regular,38715.0,39305.0
1527,43,M,Bueno,90097.0,3569.0
1528,38,M,Malo,118383.0,1242.0
1529,45,M,Bueno,112943.0,37097.0
1530,63,M,Bueno,107116.0,30085.0
1531,19,F,Bueno,95705.0,10487.0
1532,60,F,Bueno,37116.0,18309.0
1533,18,M,Malo,56744.0,30771.0
1534,68,F,Malo,107579.0,24841.5
1535,53,F,Bueno,22124.0,36163.0
1536,68,F,Bueno,58051.0,49592.0
1537,43,F,Regular,27176.0,21615.0
1538,46,F,Regular,111310.0,8039.0
1539,38,F,Regular,84818.0,8198.0
1540,28,M,Malo,38676.0,34354.0
1541,57,M,Regular,65177.0,49977.0
1542,28,M,Malo,110296.0,3824.0
1543,53,M,Malo,20997.0,23999.0
1544,66,M,Malo,79330.0,3436.0
1545,56,F,Malo,63769.0,28014.0
1546,57,M,Regular,98653.0,40857.0
1547,52,M,Bueno,31231.0,16057.0
1548,51,F,Bueno,115287.0,1310.0
1549,64,F,Bueno,92976.0,9819.0
1550,41,M,Regular,105447.0,24841.5
1551,39,F,Bueno,75965.0,13457.0
1552,22,F,Regular,101144.0,477.0
1553,50,F,Regular,115201.0,8906.0
1554,53,F,Regular,81517.0,9868.0
1555,64,M,Bueno,112693.0,18546.0
1556,37,F,Bueno,69636.5,33276.0
1557,36,M,Bueno,115504.0,7319.0
1558,52,M,Malo,47387.0,33149.0
1559,69,F,Regular,69636.5,48055.0
1560,60,F,Malo,44945.0,1845.0
1561,34,F,Regular,69636.5,23684.0
1562,62,M,Bueno,23743.0,29858.0
1563,60,F,Regular,50924.0,45330.0
1564,51,F,Regular,30196.0,42678.0
1565,26,F,Malo,111815.0,26667.0
1566,43,F,Regular,88860.0,25293.0
1567,19,F,Bueno,61400.0,24893.0
1568,26,M,Regular,105177.0,4629.0
1569,26,F,Regular,113018.0,5704.0
1570,57,F,Regular,118530.0,1776.0
1571,34,F,Malo,100399.0,48281.0
1572,18,M,Regular,68795.0,47996.0
1573,42,F,Regular,71553.0,31236.0
1574,60,M,Malo,44111.0,1244.0
1575,57,M,Malo,83083.0,1333.0
1576,59,F,Malo,81600.0,3669.0
1577,42,F,Malo,70022.0,17584.0
1578,56,F,Bueno,23199.0,48347.0
1579,52,M,Bueno,69636.5,27277.0
1580,20,M,Regular,58038.0,1933.0
1581,67,M,Bueno,75038.0,33514.0
1582,54,M,Regular,27897.0,41800.0
1583,61,M,Bueno,84541.0,24357.0
1584,61,M,Malo,34892.0,27071.0
1585,68,F,Malo,28271.0,6827.0
1586,47,F,Bueno,44815.0,30844.0
1587,55,M,Bueno,65612.0,48965.0
1588,51,F,Regular,53357.0,24841.5
1589,29,F,Regular,95088.0,792.0
1590,36,M,Regular,36267.0,39695.0
1591,54,M,Malo,38268.0,17651.0
1592,61,F,Malo,34263.0,42510.0
1593,66,M,Malo,90935.0,39137.0
1594,34,M,Malo,115347.0,47568.0
1595,27,F,Regular,79660.0,19074.0
1596,66,M,Malo,85527.0,7874.0
1597,64,F,Malo,83379.0,24841.5
1598,29,F,Malo,114542.0,39632.0
1599,33,F,Malo,61271.0,36790.0
1600,41,F,Bueno,86612.0,18032.0
1601,36,F,Regular,27235.0,30885.0
1602,25,M,Regular,108757.0,11008.0
1603,48,M,Malo,69636.5,44870.0
1604,38,M,Bueno,118075.0,48110.0
1605,34,M,Regular,54609.0,43878.0
1606,40,F,Regular,53902.0,5171.0
1607,54,F,Malo,43645.0,9589.0
1608,33,M,Malo,82873.0,18077.0
1609,23,F,Regular,107218.0,24841.5
1610,25,M,Regular,84558.0,20236.0
1611,42,M,Bueno,82233.0,38227.0
1612,35,M,Regular,43401.0,14937.0
1613,42,F,Regular,27771.0,9754.0
1614,29,F,Malo,61335.0,25688.0
1615,32,F,Regular,94451.0,7048.0
1616,43,F,Malo,99434.0,22568.0
1617,58,M,Regular,87449.0,32047.0
1618,62,F,Regular,112604.0,9483.0
1619,43,F,Regular,21942.0,17545.0
1620,64,F,Bueno,40388.0,17413.0
1621,49,M,Malo,103251.0,28913.0
1622,27,M,Bueno,77042.0,45217.0
1623,33,F,Regular,73740.0,48122.0
1624,24,F,Bueno,85873.0,33746.0
1625,34,F,Malo,67024.0,8709.0
1626,40,F,Regular,69636.5,25358.0
1627,43,M,Bueno,76965.0,48528.0
1628,38,F,Bueno,30057.0,11023.0
1629,39,F,Malo,113249.0,29851.0
1630,24,F,Bueno,28983.0,28756.0
1631,31,M,Malo,39995.0,24841.5
1632,32,M,Regular,111628.0,11145.0
1633,24,F,Regular,97681.0,21192.0
1634,26,F,Bueno,58886.0,47259.0
1635,68,F,Regular,109025.0,18839.0
1636,65,F,Regular,116572.0,27410.0
1637,25,F,Bueno,115149.0,40160.0
1638,67,M,Regular,114020.0,11447.0
1639,40,M,Bueno,22673.0,21033.0
1640,46,M,Malo,54890.0,41355.0
1641,35,F,Malo,97513.0,10129.0
1642,48,M,Malo,43466.0,30358.0
1643,47,M,Bueno,112545.0,13907.0
1644,69,M,Bueno,70406.0,24841.5
1645,56,F,Regular,23688.0,38196.0
1646,52,F,Regular,89284.0,22369.0
1647,35,M,Regular,33665.0,24841.5
1648,59,F,Regular,40641.0,31681.0
1649,56,M,Regular,52500.0,2589.0
1650,34,M,Bueno,55797.0,23560.0
1651,31,M,Bueno,104766.0,3034.0
1652,48,M,Malo,65950.0,169.0
1653,41,F,Malo,45046.0,26913.0
1654,52,F,Malo,29638.0,3239.0
1655,61,F,Malo,69636.5,24841.5
1656,62,F,Bueno,41173.0,19952.0
1657,51,M,Bueno,33222.0,11408.0
1658,20,F,Bueno,70064.0,3484.0
1659,54,M,Regular,57010.0,18225.0
1660,60,F,Regular,38095.0,14923.0
1661,57,F,Malo,21439.0,20936.0
1662,43,F,Regular,105550.0,39612.0
1663,40,M,Bueno,25375.0,19410.0
1664,61,M,Malo,109023.0,29997.0
1665,56,M,Malo,111238.0,36733.0
1666,32,M,Regular,40600.0,39952.0
1667,66,F,Malo,22466.0,21863.0
1668,21,M,Regular,65097.0,5380.0
1669,46,M,Regular,73276.0,20710.0
1670,39,F,Malo,70117.0,15285.0
1671,42,F,Regular,66971.0,27260.0
1672,30,M,Regular,26928.0,32879.0
1673,35,F,Regular,108016.0,16143.0
1674,50,M,Regular,75309.0,49744.0
1675,33,F,Malo,94647.0,7413.0
1676,62,M,Bueno,60888.0,31578.0
1677,59,M,Bueno,115025.0,14726.0
1678,61,M,Regular,63832.0,27015.0
1679,19,M,Regular,29404.0,5983.0
1680,52,M,Regular,53639.0,19178.0
1681,59,F,Bueno,98118.0,26990.0
1682,51,M,Regular,80598.0,10321.0
1683,47,M,Malo,86399.0,43829.0
1684,30,M,Malo,47684.0,36366.0
1685,30,M,Malo,88591.0,34294.0
1686,35,M,Bueno,97722.0,40677.0
1687,49,F,Regular,22682.0,34737.0
1688,49,F,Regular,58046.0,41911.0
1689,52,M,Regular,41832.0,17886.0
1690,56,F,Bueno,69636.5,44296.0
1691,63,M,Bueno,54640.0,22791.0
1692,69,F,Bueno,96882.0,8301.0
1693,46,F,Bueno,60491.0,35122.0
1694,66,M,Malo,83043.0,38087.0
1695,46,F,Bueno,92725.0,32993.0
1696,61,F,Bueno,65520.0,47288.0
1697,33,M,Bueno,82919.0,35779.0
1698,61,M,Regular,84442.0,36894.0
1699,64,F,Regular,41770.0,33381.0
1700,27,F,Regular,67498.0,14082.0
1701,47,F,Malo,81477.0,49250.0
1702,42,M,Malo,20244.0,5458.0
1703,56,F,Bueno,52788.0,41770.0
1704,37,F,Regular,115341.0,22300.0
1705,22,F,Malo,99453.0,2699.0
1706,18,M,Regular,77737.0,29485.0
1707,47,M,Malo,66489.0,40285.0
1708,66,M,Malo,91303.0,1019.0
1709,20,M,Bueno,48390.0,32471.0
1710,62,F,Bueno,30247.0,48671.0
1711,31,M,Malo,89051.0,20270.0
1712,47,F,Bueno,79719.0,22615.0
1713,67,F,Malo,54678.0,13698.0
1714,21,F,Malo,107802.0,48918.0
1715,35,F,Regular,96286.0,38346.0
1716,54,M,Bueno,49583.0,6729.0
1717,42,M,Bueno,28076.0,39729.0
1718,65,M,Bueno,38006.0,11171.0
1719,18,M,Regular,35051.0,13947.0
1720,63,M,Regular,24314.0,49948.0
1721,32,F,Regular,48670.0,34725.0
1722,26,M,Bueno,87551.0,19450.0
1723,32,M,Bueno,30236.0,13300.0
1724,66,M,Bueno,55568.0,19064.0
1725,41,M,Regular,80314.0,4441.0
1726,21,F,Regular,111903.0,45779.0
1727,29,F,Malo,36352.0,19332.0
1728,54,F,Regular,65650.0,24841.5
1729,54,F,Malo,30346.0,33869.0
1730,60,F,Bueno,45156.0,21868.0
1731,23,M,Regular,75904.0,41997.0
1732,56,F,Bueno,34035.0,20615.0
1733,63,F,Bueno,36108.0,13615.0
1734,41,F,Bueno,22853.0,14732.0
1735,28,M,Bueno,104156.0,25367.0
1736,30,M,Regular,24176.0,45134.0
1737,51,F,Bueno,45920.0,42738.0
1738,42,M,Malo,74850.0,45760.0
1739,24,M,Regular,26829.0,981.0
1740,69,F,Bueno,110666.0,21554.0
1741,21,M,Regular,93927.0,25319.0
1742,25,M,Malo,104860.0,16130.0
1743,37,M,Bueno,60667.0,18815.0
1744,46,F,Malo,85842.0,8566.0
1745,68,F,Bueno,55843.0,26329.0
1746,62,F,Malo,70808.0,6349.0
1747,63,M,Bueno,50543.0,10728.0
1748,27,F,Regular,92780.0,40316.0
1749,60,M,Bueno,26611.0,18375.0
1750,51,M,Regular,69636.5,21814.0
1751,43,M,Bueno,104612.0,36214.0
1752,58,F,Bueno,66902.0,21545.0
1753,66,F,Malo,53043.0,45588.0
1754,20,F,Malo,25271.0,18953.0
1755,23,F,Malo,92867.0,2872.0
1756,22,M,Bueno,97089.0,9368.0
1757,22,F,Bueno,78745.0,34103.0
1758,64,M,Bueno,116876.0,5413.0
1759,40,F,Regular,82077.0,29269.0
1760,66,F,Regular,79119.0,49264.0
1761,26,F,Bueno,31573.0,20156.0
1762,52,M,Malo,41409.0,13423.0
1763,37,M,Malo,105970.0,38062.0
1764,66,M,Malo,44464.0,42805.0
1765,59,M,Bueno,62840.0,1987.0
1766,52,M,Malo,68785.0,37597.0
1767,67,F,Bueno,40662.0,18369.0
1768,35,M,Regular,38228.0,27868.0
1769,34,M,Malo,80721.0,11434.0
1770,41,M,Regular,69223.0,14548.0
1771,20,M,Malo,27386.0,16636.0
1772,49,F,Bueno,26862.0,32383.0
1773,52,M,Bueno,60108.0,42196.0
1774,55,F,Bueno,111788.0,17007.0
1775,30,F,Bueno,95023.0,35924.0
1776,64,F,Malo,100140.0,30211.0
1777,42,M,Regular,102963.0,11328.0
1778,26,F,Bueno,47201.0,3389.0
1779,21,M,Malo,88578.0,9458.0
1780,31,M,Regular,69636.5,2945.0
1781,54,M,Bueno,74774.0,9352.0
1782,51,M,Regular,30386.0,10486.0
1783,28,M,Bueno,97228.0,41400.0
1784,58,F,Regular,35225.0,2092.0
1785,20,F,Regular,36693.0,36527.0
1786,45,M,Bueno,92197.0,5112.0
1787,46,F,Malo,63021.0,16937.0
1788,26,M,Regular,38261.0,24841.5
1789,20,F,Bueno,47378.0,46026.0
1790,42,F,Regular,106755.0,1112.0
1791,51,F,Regular,31937.0,35545.0
1792,29,F,Malo,86330.0,31740.0
1793,59,F,Regular,67366.0,23481.0
1794,26,M,Regular,92322.0,48355.0
1795,32,M,Bueno,60160.0,10025.0
1796,57,F,Bueno,65313.0,34082.0
1797,42,M,Malo,47032.0,13562.0
1798,22,F,Regular,111963.0,11304.0
1799,28,M,Regular,37358.0,7015.0
1800,51,F,Regular,81710.0,44885.0
1801,41,F,Malo,115326.0,5710.0
1802,32,F,Regular,106157.0,12588.0
1803,55,M,Bueno,68821.0,20967.0
1804,25,M,Malo,48365.0,21904.0
1805,22,F,Bueno,33189.0,24256.0
1806,65,F,Bueno,96749.0,25052.0
1807,43,M,Malo,27248.0,15436.0
1808,35,M,Bueno,24369.0,21815.0
1809,23,M,Regular,83763.0,15196.0
1810,54,M,Malo,28050.0,18089.0
1811,65,M,Bueno,48605.0,49669.0
1812,30,F,Regular,69616.0,17604.0
1813,45,M,Regular,74479.0,2506.0
1814,22,F,Bueno,100934.0,32584.0
1815,30,F,Regular,60883.0,20709.0
1816,34,M,Malo,53055.0,44840.0
1817,67,M,Bueno,88731.0,48904.0
1818,57,F,Regular,110987.0,47111.0
1819,62,M,Regular,27450.0,38247.0
1820,49,F,Bueno,22925.0,43202.0
1821,46,M,Bueno,100051.0,3090.0
1822,68,M,Bueno,70272.0,39265.0
1823,20,M,Bueno,25310.0,21552.0
1824,57,F,Malo,51817.0,29135.0
1825,51,M,Bueno,112944.0,14691.0
1826,57,F,Malo,64528.0,39761.0
1827,44,M,Malo,75779.0,33741.0
1828,30,F,Bueno,104816.0,21661.0
1829,62,M,Malo,102641.0,41025.0
1830,50,F,Bueno,104083.0,6092.0
1831,23,F,Bueno,96310.0,35674.0
1832,41,F,Regular,35457.0,570.0
1833,36,F,Bueno,62311.0,12084.0
1834,33,F,Regular,23980.0,307.0
1835,57,F,Malo,40886.0,3742.0
1836,45,M,Regular,97112.0,41742.0
1837,50,F,Malo,70877.0,24841.5
1838,65,F,Bueno,117427.0,765.0
1839,58,F,Malo,56181.0,41732.0
1840,30,M,Malo,53262.0,24198.0
1841,60,M,Bueno,20947.0,7735.0
1842,62,M,Malo,20022.0,24841.5
1843,42,F,Bueno,69636.5,47199.0
1844,59,M,Regular,69636.5,11377.0
1845,53,M,Bueno,52322.0,46042.0
1846,44,F,Bueno,68929.0,14297.0
1847,55,F,Malo,101696.0,8036.0
1848,24,M,Regular,29808.0,40364.0
1849,22,F,Bueno,115148.0,24841.5
1850,60,F,Regular,72882.0,24369.0
1851,62,F,Regular,41725.0,34817.0
1852,68,F,Malo,92534.0,37443.0
1853,48,M,Bueno,69636.5,1663.0
1854,40,F,Malo,69636.5,39244.0
1855,59,M,Bueno,103576.0,12028.0
1856,27,M,Regular,40557.0,19823.0
1857,49,M,Bueno,41825.0,15077.0
1858,60,M,Bueno,69636.5,39911.0
1859,47,F,Regular,56080.0,19631.0
1860,56,F,Regular,69636.5,1910.0
1861,48,F,Bueno,35802.0,33500.0
1862,35,M,Malo,31167.0,24841.5
1863,53,M,Bueno,62407.0,37377.0
1864,19,M,Regular,33338.0,11134.0
1865,31,F,Malo,96289.0,37224.0
1866,30,M,Regular,91520.0,26897.0
1867,46,F,Regular,38895.0,47280.0
1868,29,F,Malo,67910.0,36103.0
1869,56,F,Regular,85898.0,48313.0
1870,19,F,Regular,23454.0,45582.0
1871,49,M,Regular,106540.0,7056.0
1872,30,F,Regular,80797.0,28950.0
1873,63,M,Regular,103137.0,2753.0
1874,44,F,Regular,70637.0,31941.0
1875,66,M,Regular,25349.0,34140.0
1876,58,M,Regular,59963.0,14234.0
1877,34,F,Regular,95583.0,24841.5
1878,57,F,Bueno,27750.0,3376.0
1879,48,F,Bueno,114929.0,30783.0
1880,51,M,Regular,42463.0,41249.0
1881,41,F,Bueno,94935.0,43025.0
1882,62,F,Malo,78792.0,16447.0
1883,52,M,Bueno,33686.0,20329.0
1884,65,F,Regular,69636.5,16713.0
1885,23,M,Regular,119811.0,4858.0
1886,36,F,Bueno,42787.0,19472.0
1887,47,M,Regular,34776.0,16524.0
1888,24,M,Malo,115063.0,46387.0
1889,27,F,Malo,77427.0,4539.0
1890,58,M,Regular,81086.0,18857.0
1891,49,F,Malo,83308.0,38362.0
1892,51,F,Malo,35797.0,36671.0
1893,45,M,Bueno,25302.0,5364.0
1894,32,F,Malo,83172.0,449.0
1895,47,M,Bueno,58059.0,20830.0
1896,54,M,Regular,20908.0,21078.0
1897,46,M,Bueno,80252.0,37574.0
1898,39,M,Regular,100659.0,869.0
1899,21,M,Regular,32877.0,38847.0
1900,37,M,Regular,34239.0,40075.0
1901,49,M,Regular,69636.5,28140.0
1902,53,M,Regular,47313.0,3659.0
1903,67,F,Bueno,62103.0,36370.0
1904,21,F,Regular,68408.0,41352.0
1905,44,M,Malo,103251.0,14385.0
1906,34,F,Malo,108771.0,43751.0
1907,29,F,Regular,69636.5,19337.0
1908,39,F,Malo,30534.0,5131.0
1909,34,F,Bueno,63060.0,1358.0
1910,27,F,Bueno,37189.0,25614.0
1911,18,F,Regular,106067.0,16771.0
1912,39,M,Regular,30967.0,13603.0
1913,43,F,Regular,101991.0,16246.0
1914,35,F,Malo,85563.0,17216.0
1915,67,F,Malo,28660.0,41209.0
1916,31,F,Bueno,110875.0,42987.0
1917,64,M,Malo,59823.0,42488.0
1918,46,M,Bueno,75842.0,20577.0
1919,29,M,Malo,29616.0,42320.0
1920,53,M,Bueno,95976.0,11301.0
1921,52,F,Regular,68738.0,9515.0
1922,69,M,Malo,33107.0,26802.0
1923,29,M,Bueno,81404.0,891.0
1924,24,M,Malo,114182.0,21972.0
1925,46,M,Regular,111787.0,47853.0
1926,28,F,Bueno,35954.0,20932.0
1927,50,M,Malo,36943.0,4192.0
1928,23,F,Malo,60725.0,16128.0
1929,64,M,Regular,65434.0,22836.0
1930,32,F,Regular,105751.0,24837.0
1931,49,F,Bueno,30110.0,22778.0
1932,68,M,Malo,107091.0,43130.0
1933,28,M,Malo,36462.0,16708.0
1934,40,M,Regular,99232.0,41945.0
1935,43,M,Regular,74081.0,24841.5
1936,51,F,Bueno,72799.0,39412.0
1937,63,F,Malo,86567.0,4782.0
1938,51,M,Malo,109301.0,26315.0
1939,46,M,Bueno,71224.0,10052.0
1940,21,F,Bueno,76063.0,19521.0
1941,34,M,Regular,75240.0,3898.0
1942,52,F,Regular,101352.0,17219.0
1943,30,M,Bueno,37868.0,4154.0
1944,58,F,Bueno,95973.0,35546.0
1945,56,F,Malo,100989.0,13809.0
1946,32,F,Bueno,42222.0,25972.0
1947,46,F,Bueno,99794.0,39177.0
1948,46,F,Malo,83924.0,12523.0
1949,28,M,Bueno,119854.0,37081.0
1950,69,F,Regular,98513.0,22030.0
1951,49,M,Regular,74649.0,40376.0
1952,19,F,Malo,103749.0,20105.0
1953,64,F,Bueno,30223.0,46485.0
1954,31,M,Regular,68166.0,24295.0
1955,37,M,Regular,59369.0,11864.0
1956,39,M,Regular,106379.0,43982.0
1957,28,M,Regular,89392.0,12876.0
1958,44,F,Bueno,79526.0,18055.0
1959,20,M,Bueno,32661.0,33684.0
1960,34,F,Bueno,35591.0,21972.0
1961,61,M,Bueno,69636.5,25493.0
1962,45,M,Regular,75235.0,9325.0
1963,46,F,Malo,27970.0,36775.0
1964,38,F,Malo,67922.0,20373.0
1965,64,M,Regular,50755.0,36253.0
1966,33,F,Regular,39416.0,21181.0
1967,54,F,Malo,33672.0,10961.0
1968,37,F,Malo,69636.5,17705.0
1969,23,F,Regular,66996.0,44676.0
1970,36,F,Regular,94095.0,36122.0
1971,22,F,Bueno,20064.0,26104.0
1972,20,F,Bueno,88835.0,13509.0
1973,18,F,Malo,90385.0,7101.0
1974,55,M,Regular,25639.0,4743.0
1975,32,F,Malo,31055.0,8951.0
1976,51,M,Bueno,79220.0,7014.0
1977,52,F,Bueno,107594.0,36180.0
1978,66,F,Malo,49427.0,41908.0
1979,42,F,Bueno,102516.0,43039.0
1980,41,F,Regular,84666.0,8219.0
1981,29,M,Malo,69636.5,7163.0
1982,35,M,Regular,30866.0,2470.0
1983,32,F,Regular,23889.0,43498.0
1984,61,M,Bueno,68226.0,16543.0
1985,33,F,Regular,51335.0,19276.0
1986,44,F,Malo,70547.0,36881.0
1987,25,M,Regular,46162.0,13414.0
1988,63,M,Regular,109449.0,7749.0
1989,42,F,Regular,69636.5,24182.0
1990,34,F,Regular,118756.0,11914.0
1991,46,M,Regular,30995.0,15007.0
1992,25,F,Bueno,76488.0,30951.0
1993,32,M,Malo,22631.0,44691.0
1994,44,F,Bueno,54954.0,32608.0
1995,63,F,Malo,25967.0,21383.0
1996,67,M,Malo,108294.0,13042.0
1997,69,M,Malo,69636.5,25412.0
1998,24,M,Malo,84471.0,13181.0
1999,20,F,Malo,57116.0,44898.0
2000,46,F,Regular,112116.0,3405.0
2001,61,F,Bueno,54227.0,30868.0
2002,41,F,Bueno,21942.0,10862.0
2003,20,M,Regular,67664.0,28688.0
2004,37,F,Malo,48069.0,48017.0
2005,63,F,Bueno,107342.0,30945.0
2006,32,F,Regular,34407.0,12939.0
2007,42,M,Regular,79201.0,46735.0
2008,47,F,Bueno,100093.0,28931.0
2009,31,F,Bueno,74348.0,38616.0
